UNITNO,LOCATION,TYPE,EASTING,NORTHING
84,BRADLEY NEW BRIDGE,Road Bridge,410590,536186
84.1,BRADLEY OLD BRIDGE,Road Bridge,410592,536221
85,BRANCEPETH BRIDGE,Road Bridge,422073,537777
87,BRIDGE INN BRIDGE,Road Bridge,410262,538395
88,BROADWOOD BRIDGE,Road Bridge,413318,545488
91,BROWNEY BRIDGE,Road Bridge,426665,538213
92,BROWNEY BURN BRIDGE,Road Bridge,413506,545190
93,BURN CULVERT,Culvert,419300,535140
94,BURNFOOT BRIDGE,Road Bridge,388528,538115
100,BURTREEFORD BRIDGE,Road Bridge,385380,540534
101,BUTSFIELD NORTH BRIDGE,Road Bridge,409235,544888
102,BUTSFIELD SOUTH BRIDGE,Road Bridge,409373,544543
103,BUTSFIELD EAST BRIDGE,Road Bridge,411671,544811
105,BUTTERWICK BRIDGE,Road Bridge,437742,530689
106,BYERLEY HOUSE BRIDGE,Road Bridge,410493,544159
112,BLEACH HOUSE CULVERT,Culvert,435428,523218
120,CASTLE EDEN CULVERT,Culvert,444854,540407
123,CHAPMAN BRIDGE,Road Bridge,432071,540225
124,CHARE LANE BRIDGE,Road Bridge,434345,541099
125,CHESTER BURN NO.1 BRIDGE,Road Bridge,426771,551752
126,CHESTER BYPASS BRIDGE,Road Bridge,427807,551538
127,CHESTER DENE CULVERT,Culvert,427230,549710
129,CHESTER NEW BRIDGE,Road Bridge,428443,552283
130,CHESTER TOWN BRIDGE,Road Bridge,427433,551629
133,CLEATLAM BRIDGE,Road Bridge,412417,519853
135,COALFORD BRIDGE,Road Bridge,433349,543892
136,COALFORD LANE BRIDGE,Road Bridge,411366,543098
140,COCKEN FORD BRIDGE,Road Bridge,428055,547231
142,COMB NO.1 BRIDGE,Road Bridge,406016,548783
143,COMB NO.2 BRIDGE,Road Bridge,406040,548813
144,CONGBURN BRIDGE,Road Bridge,423477,549600
145,COPPER BRIDGE,Road Bridge,400426,534717
147,CORNFORTH MILL CULVERT,Culvert,431550,534788
148,CORONATION BRIDGE,Road Bridge,387243,538607
149,COUNDON CULVERT,Culvert,422967,530527
151,COWSHILL BRIDGE,Road Bridge,385587,540608
152,COWSLEY BRIDGE,Road Bridge,414768,541914
154,COXHOE FOUR MILE CULVERT,Culvert,431629,536434
155,COXHOE INN BRIDGE,Road Bridge,432703,534926
156,COXHOE RAILWAY BRIDGE,Road Bridge,432726,534915
159,CRIMDON CULVERT,Culvert,447807,537042
161,CROOK BRIDGE,Road Bridge,416696,535580
162,CROOK BURN BRIDGE,Road Bridge,378112,535797
164,CROW HOWLE BRIDGE,Road Bridge,410386,526377
165,CROXDALE BRIDGE,Road Bridge,426620,537837
166,CROXDALE ESTATE BRIDGE,Road Bridge,426620,537768
167,CUMMINGS BRIDGE,Road Bridge,418926,535349
168,CAUSEY GILL CULVERT,Culvert,420449,556009
169,CASTLE EDEN RAILWAY BRIDGE,Road Bridge,442266,537635
172,CROXDALE RAILWAY BRIDGE,Road Bridge,426705,537400
173,CLAYPATH BRIDGE,Road Bridge,427449,542601
181,DADDRYSHIELD NO.1 BRIDGE,Road Bridge,389571,538061
182,DADDRYSHIELD NO.2 BRIDGE,Road Bridge,389479,537920
183,DADDRYSHIELD NO.3 BRIDGE,Road Bridge,389475,537864
184,DALTON-LE-DALE BRIDGE,Road Bridge,440735,547897
188,DEADFRIARS BRIDGE,Road Bridge,396602,546427
189,DEERNESS BRIDGE,Road Bridge,422635,542099
192,DENE HOUSE BRIDGE,Road Bridge,409343,543526
194,DENTBURN BRIDGE,Road Bridge,421993,528401
199,DIAMOND BANK BRIDGE,Road Bridge,411054,525581
200,DIDDRIDGE BRIDGE,Road Bridge,413259,529953
202,DIRT PIT BRIDGE,Road Bridge,389110,529020
204,DRYBURN BRIDGE,Road Bridge,402159,536572
205,DUNLEY FORD BRIDGE,Road Bridge,413581,548007
207,DENEBURN BRIDGE,Road Bridge,408448,550388
217,EASTGATE BRIDGE,Road Bridge,395245,538741
218,EAST HETTON BRIDGE,Road Bridge,434275,536244
219,EAST HOWLE BRIDGE,Road Bridge,429551,533924
223,EDDYS BRIDGE,Road Bridge,403774,550878
224,EDEN VALE BRIDGE,Road Bridge,442657,537217
225,EDMONDBYERS BRIDGE,Road Bridge,401346,549647
226,EELS BECK BRIDGE,Road Bridge,411549,535629
227,EELS NOOK BRIDGE,Road Bridge,416459,533232
228,EGGLESBURN BRIDGE,Road Bridge,398868,523990
229,EGGLESHOPE GREAT BRIDGE,Road Bridge,398488,528756
230,EGGLESHOPE SMALL BRIDGE,Road Bridge,399134,529006
231,EGGLESTON BRIDGE,Road Bridge,399668,523227
232,EGGLESTON EAST BRIDGE,Road Bridge,400128,523513
233,EGGLESTON NORTH BRIDGE,Road Bridge,400179,523759
332,HEATHERY CLEUGH BRIDGE,Road Bridge,384507,541455
333,HEDRICK BRIDGE,Road Bridge,404989,521362
336,HERDSHIP BRIDGE,Road Bridge,381340,533723
339,HOLDFORTH BRIDGE,Road Bridge,434719,531378
340,HIGH FORGE BRIDGE,Road Bridge,422747,554209
342,HIGH REDBURN BRIDGE,Road Bridge,392547,543338
343,HINDON BRIDGE,Road Bridge,404983,524868
344,HISEHOPE BRIDGE,Road Bridge,404847,548443
345,HOGGERS GATE CULVERT,Culvert,430368,535455
346,HOLDFORTH RAILWAY BRIDGE,Road Bridge,434675,531436
347,HORDEN DENE CULVERT,Culvert,443949,543403
348,HORNDALE BRIDGE,Road Bridge,426949,525121
349,HORSE CLOSE LANE BRIDGE,Road Bridge,437558,534508
350,HORSLEY BRIDGE,Road Bridge,397501,538352
351,HORSLEYHOPE MILL BRIDGE,Road Bridge,406464,547382
354,HOUGHWELL BURN BRIDGE,Road Bridge,418873,553792
355,HOWDEN CULVERT,Culvert,428441,523317
356,HOWDEN-LE-WEAR BRIDGE,Road Bridge,416038,533376
357,HOWGILL BRIDGE (M-I-T),Road Bridge,393916,527460
358,HOWLEA BRIDGE,Road Bridge,411095,531958
360,HULAM BRIDGE,Road Bridge,416380,519838
361,HUMMERBECK BRIDGE,Road Bridge,418818,525446
362,HUNWICK BRIDGE,Road Bridge,418771,533333
363,HURWORTH BURN BRIDGE,Road Bridge,440767,533228
364,HUTS BRIDGE,Road Bridge,407819,528876
367,IRESHOPEBURN NO.2 BRIDGE,Road Bridge,386594,538668
368,INTAKE BRIDGE,Road Bridge,385005,530883
369,IRESHOPEBURN NO.1 BRIDGE,Road Bridge,386665,538708
370,HULERGILL BRIDGE,Road Bridge,395388,528642
377,JUBILEE BRIDGE,Road Bridge,420889,534330
386,KAYSBURN BRIDGE,Road Bridge,421504,545224
387,KAYSBURN CULVERT,Culvert,422285,545805
392,KILLHOPE BANK FOOT BRIDGE,Road Bridge,380832,543208
393,KILLHOPE MILL BRIDGE,Road Bridge,382459,543288
395,KNITSLEY BRIDGE,Road Bridge,411996,548212
396,KNITSLEY MILL BRIDGE,Road Bridge,411934,548112
407,LAMBTON BRIDGE,Road Bridge,428479,552228
408,LANCHESTER NO.1 CULVERT,Culvert,416628,547472
409,LANCHESTER NO.2 CULVERT,Culvert,416692,547420
234,ELMFORD BRIDGE,Road Bridge,386708,539504
235,ELMFORD LOW BRIDGE,Road Bridge,386655,539176
239,ELVET OLD BRIDGE,Road Bridge,427547,542419
240,NEW ELVET BRIDGE,Road Bridge,427612,542486
243,ETHERLEY DENE BRIDGE,Road Bridge,419458,528854
244,ETTERSGILL BRIDGE,Road Bridge,389362,528407
245,EVENWOOD BRIDGE,Road Bridge,414990,525763
246,EGGLESTONE ABBEY BRIDGE,Road Bridge,406616,514939
265,FERRYHILL CUT BRIDGE,Road Bridge,428492,532851
266,FIELDON NEW BRIDGE,Road Bridge,420453,526822
268,FISHBURN BRIDGE,Road Bridge,436147,531356
270,FLOATERS MILL BRIDGE,Road Bridge,431058,550829
272,FORCE FOOT BRIDGE,Road Bridge,382307,533331
273,FORTHBURN BRIDGE,Road Bridge,406447,520064
275,FRAMWELGATE BRIDGE,Road Bridge,427423,542431
279,MILBURNGATE BRIDGE,Road Bridge,427288,542639
281,FROSTERLEY BRIDGE,Road Bridge,402298,536851
286,LITTLEBURN RAILWAY BRIDGE,Road Bridge,425409,540136
291,GAUNLESS BRIDGE,Road Bridge,421334,529960
292,GAUNLESS CULVERT,Culvert,421344,530002
293,GERARDS BRIDGE,Road Bridge,414750,529967
295,GOAT BECK CULVERT,Culvert,424928,540060
296,GORCOCK BRIDGE,Road Bridge,414880,549792
297,GRANT BRIDGE,Road Bridge,415690,517548
301,GREENWELL FORD BRIDGE,Road Bridge,416557,546250
302,GREWBURN BRIDGE,Road Bridge,410048,525612
303,GROVE BRIDGE,Road Bridge,406654,529852
315,HAG BRIDGE,Road Bridge,395710,538438
316,HAMILTON ROW BRIDGE,Road Bridge,417654,540406
318,HARDWICK DENE CULVERT,Culvert,445110,540109
319,HARELAW BRIDGE,Road Bridge,405516,536869
322,HARTHOPE BURN BRIDGE,Road Bridge,388315,537802
323,HARMIRE BRIDGE,Road Bridge,405279,517876
325,HARWOOD BECK BRIDGE,Road Bridge,380305,534486
326,HASWICKS BRIDGE,Road Bridge,390911,538029
328,HAWK SIKE BRIDGE,Road Bridge,381425,534934
329,HAWTHORN DENE BRIDGE,Road Bridge,441566,544912
330,HOB GATE BRIDGE,Road Bridge,417602,519148
331,HEADLAM BRIDGE,Road Bridge,417926,518852
1,ALDIN GRANGE NEW BRIDGE,Road Bridge,424956,542938
2,ALDIN GRANGE OLD BRIDGE,Road Bridge,424954,542927
3,ALLENSFORD BRIDGE,Road Bridge,407682,550234
4,ALLERTON BRIDGE,Road Bridge,398963,539309
5,ALLERTON BURN BRIDGE,Road Bridge,398543,539605
8,ALWENT BRIDGE,Road Bridge,414947,518201
9,ALWENT MOOR BRIDGE,Road Bridge,413833,519667
11,ASHGILL HEADS NEW BRIDGE,Road Bridge,380803,535468
15,AYCLIFFE VILLAGE BRIDGE,Road Bridge,428615,522573
17,TRAVELLERS REST BRIDGE,Road Bridge,428624,524104
18,AYCLIFFE SCHOOL LANE BRIDGE,Road Bridge,426957,524003
26,BANKFOOT BRIDGE,Road Bridge,416177,536353
29,BARNARD CASTLE BRIDGE,Road Bridge,404803,516387
30,BAY BRIDGE,Road Bridge,395819,549925
32,BEADLES BRIDGE,Road Bridge,387836,530173
33,BECKSIDE BRIDGE,Road Bridge,405998,522579
34,BEDBURN BRIDGE,Road Bridge,410112,531570
35,BEDBURN SMALL BRIDGE,Road Bridge,410061,531622
36,BEECHBURN BRIDGE,Road Bridge,417066,531577
45,BILLY LANE BRIDGE,Road Bridge,405107,522498
50,BITCHBURN BRIDGE,Road Bridge,416467,533609
51,BLACK BECK BRIDGE,Road Bridge,406478,517631
52,BLACKBURN BRIDGE,Road Bridge,407215,533771
53,BLACK DENE BRIDGE,Road Bridge,427639,547961
54,BLACKHALL MILL BRIDGE,Road Bridge,412135,556837
56,BLACKTON MILL BRIDGE,Road Bridge,399481,524985
57,BLACKTON NEW BRIDGE,Road Bridge,398896,524938
58,BLACKTON OLD BRIDGE,Road Bridge,398823,524848
60,BLAKELEY BRIDGE,Road Bridge,411332,520420
62,BLANCHLAND BRIDGE,Road Bridge,396622,550269
64,BLEACHGREEN BURN CULVERT,Culvert,421833,545533
66,BLEAGILL BRIDGE,Road Bridge,391144,529907
67,BLUESTONE BRIDGE,Road Bridge,405460,519371
73,BOLLIHOPE BURN BRIDGE,Road Bridge,400579,534962
74,BOLLIHOPE FORD BRIDGE,Road Bridge,398601,535156
75,BOLLIHOPE QUARRY BRIDGE,Road Bridge,398514,535199
76,BOLTSBURN BRIDGE,Road Bridge,395760,549778
79,BOWBURN BRIDGE,Road Bridge,430639,537835
80,BOWLEES NEW BRIDGE,Road Bridge,390802,528023
81,BOWLEES OLD BRIDGE,Road Bridge,390810,528168
410,LANDS (COCKFIELD) BRIDGE,Road Bridge,416509,524994
411,LANDS (WEARDALE) BRIDGE,Road Bridge,391268,537806
412,LANGDON BRIDGE,Road Bridge,385043,532995
413,LANGDON BECK BRIDGE,Road Bridge,385358,531207
414,LANGLEY MOOR BRIDGE,Road Bridge,425478,540949
415,LANGLEY BECK BRIDGE,Road Bridge,407548,522355
416,LANGLEY LANE ENDS BRIDGE,Road Bridge,421641,545860
417,LANGTON BECK BRIDGE,Road Bridge,417443,519587
418,LEAD MILL BRIDGE,Road Bridge,408618,525019
419,LINBURN BRIDGE,Road Bridge,412145,530179
421,LITTLE NEWSHAM BRIDGE,Road Bridge,412561,517895
423,LOANING CULVERT,Culvert,440643,543527
424,LOCKS BRIDGE,Road Bridge,384930,539688
431,LOW MILL BRIDGE,Road Bridge,414310,544595
432,LOW WETHER HILL BRIDGE,Road Bridge,413907,529152
433,LUDWELL BRIDGE,Road Bridge,394298,538092
435,LUMLEY FORGE BRIDGE,Road Bridge,429946,550884
437,LATHERBRUSH RAILWAY BRIDGE,Road Bridge,420422,529149
451,MARLBECK BRIDGE,Road Bridge,395444,529236
452,MERRINGTON LANE BRIDGE,Road Bridge,428536,532658
453,MESS BRIDGE,Road Bridge,437754,529799
454,METAL BRIDGE,Road Bridge,430072,535003
455,MIDDLEHOPE BRIDGE,Road Bridge,389566,540846
456,MIDDLETON BRIDGE,Road Bridge,394661,525255
457,MIDDLETON TOWN BRIDGE,Road Bridge,394682,525675
458,MILL BRIDGE,Road Bridge,395245,547594
460,MORDON SOUTH SIDE BRIDGE,Road Bridge,434007,525434
462,MORTON TINMOUTH BRIDGE,Road Bridge,418706,520215
478,NANCY PASTURE FOOT BRIDGE,Road Bridge,382266,543348
481,NEVILLES CROSS RAILWAY BRIDGE,Road Bridge,426075,542215
482,NEWBIGGIN BRIDGE,Road Bridge,391457,527596
483,NEWBIGGIN SCHOOL BRIDGE,Road Bridge,391458,527832
484,NEWBIGGIN WOOD BRIDGE,Road Bridge,391496,527692
485,NEWHOUSE BRIDGE,Road Bridge,418940,542187
486,NEWHOUSE LANE NO.1 BRIDGE,Road Bridge,415652,548655
487,NEWHOUSE LANE NO.2 BRIDGE,Road Bridge,416267,548163
489,NEWTON CAP BRIDGE,Road Bridge,420512,530256
491,NICKY NACK BRIDGE,Road Bridge,426582,536497
1176,KELLOE BECK BRIDGE,Road Bridge,434703,536688
1178,STANLEY BURN BRIDGE,Road Bridge,420512,551798
1184,BOGLE HOLE BRIDGE,Road Bridge,413161,550108
1185,THORSGILL CULVERT,Culvert,404772,515091
1193,CLARA STREET BRIDGE,Road Bridge,441873,549519
1194,CORNELIA TERRACE BRIDGE,Road Bridge,442489,549475
1195,LOOP BRIDGE,Road Bridge,410503,526665
1201,SEAHAM SUBWAY,Subway,441956,549217
1203,FOLD HOUSE CULVERT,Culvert,416215,533924
1204,OUSTON LANE SUBWAY,Subway,425633,553372
1214,GREENHILLS BRIDGE,Road Bridge,439898,538379
1216,BROADWOOD (FROSTERLEY) BRIDGE,Road Bridge,403564,536891
1218,LANGLEY BECK CULVERT,Culvert,438006,535354
1219,NORTH BURNS BRIDGE,Road Bridge,427157,551650
1220,TOWN PASTURE LANE BRIDGE,Road Bridge,406844,517483
1221,EAST BECKSIDE COTTAGE BRIDGE,Road Bridge,406099,523069
1222,STOTERLEY HILL BRIDGE,Road Bridge,400781,548565
1223,GRANGE VILLA CULVERT,Culvert,423364,551651
1225,LOW LANE CULVERT,Culvert,415551,531468
1226,CHAIR LANE BRIDGE,Road Bridge,426528,536589
1232,HANDENHOLD SUBWAY,Subway,423989,553144
1233,GREENS BANK SUBWAY,Subway,423364,553073
1234,URPETH SUBWAY,Subway,422894,553315
1235,UNTHANK BRIDGE,Road Bridge,392067,526044
1237,HOWNSGILL FARM BRIDGE,Road Bridge,409942,549345
1238,BLACK BURN CULVERT,Road Bridge,408528,545449
1239,HAMSTEELS FAIRWAY BRIDGE,Road Bridge,419416,542117
1241,LEAZES BOWL SUBWAY,Subway,427652,542554
1242,BOGMA HALL FARM UNDERPASS,Underpass,431941,535052
1244,TURSDALE CULVERT,Culvert,430239,535170
1246,HOLDFORTH CULVERT,Culvert,421617,528742
1247,OLD PARK BRIDGE,Road Bridge,422900,533092
1248,WOODLANDS PLACE BRIDGE,Road Bridge,419062,541385
1249,ESHWOOD HALL CULVERT,Culvert,421950,541714
1251,HOLDFORTH EQUESTRIAN UNDERPASS,Underpass,421673,528777
1252,CROOK BECK BRIDGE,Road Bridge,416015,524491
1253,EBCHESTER STATION BRIDGE,Road Bridge,410653,554778
1255,METAL BRIDGE B/P RAILWAY BRIDGE,Road Bridge,430054,535107
510,OAKLEY CROSS BECK BRIDGE,Road Bridge,418243,526201
511,OAKLEY CROSS WEST BRIDGE,Road Bridge,417826,525943
512,OLDACRES CULVERT,Culvert,439576,529016
513,OLIVER FORD BRIDGE,Road Bridge,409611,547422
514,OLD IVESLEY LANE BRIDGE,Road Bridge,416923,541918
515,HOUSELOP BRIDGE,Road Bridge,409994,538908
531,PAGE BANK BRIDGE,Road Bridge,423412,535437
533,PAN BRIDGE,Road Bridge,412487,542407
534,PARK HOUSE PASTURE BRIDGE,Road Bridge,392734,538059
537,PELTON FELL BRIDGE,Road Bridge,425821,551642
539,PERCIVAL BRIDGE,Road Bridge,405194,518088
542,PITTINGTON BRIDGE (OLD),Road Bridge,432008,543490
543,PITTINGTON BECK BRIDGE,Road Bridge,431100,542380
544,PITTINGTON VILLAGE BRIDGE,Road Bridge,432503,544817
546,PONTBURN BRIDGE,Road Bridge,414642,556207
549,PRIESTBURN CULVERT,Culvert,419910,542268
551,PITY ME UNDERPASS,Underpass,426144,544948
561,RABY BECK BRIDGE,Road Bridge,412284,520398
562,RABY PARK BRIDGE,Road Bridge,413227,521548
563,RABY TERRACE BRIDGE,Road Bridge,382198,533327
566,REDBURN BRIDGE,Road Bridge,392657,542994
567,REDHOUSES BRIDGE,Road Bridge,411805,546128
570,ROOKHOPE BURN BRIDGE,Road Bridge,394364,541709
571,ROOKHOPE VILLAGE BRIDGE,Road Bridge,393811,542884
572,ROWLANDS GILL BRIDGE,Road Bridge,416827,558102
573,RUSHYFORD NO.1 CULVERT,Culvert,428347,528787
574,RUSHYFORD NO.2 CULVERT,Culvert,428289,528859
591,SACRISTON ROAD BRIDGE,Road Bridge,426000,544360
594,SAWMILL BRIDGE,Road Bridge,409600,544647
596,SCRIPTON BRIDGE,Road Bridge,423512,538827
599,SHALTERS BRIDGE,Road Bridge,428426,521697
601,SHERBURN HOUSE BRIDGE,Road Bridge,430620,541642
602,SHERBURN MILL BRIDGE,Road Bridge,431980,541790
604,SHITTLEHOPE BRIDGE,Road Bridge,400338,538477
606,SHOTTON MILL BRIDGE,Road Bridge,440836,538842
609,SLACK BRIDGE,Road Bridge,411333,525373
610,SLEDWICH BRIDGE,Road Bridge,409170,515264
611,SMAILSBURN BRIDGE,Road Bridge,394385,541545
612,SMELT MILL BRIDGE,Road Bridge,392331,542952
613,SNAISGILL BRIDGE,Road Bridge,395446,526951
614,SNIPE GATE BRIDGE,Road Bridge,410675,537443
616,SNOTTERTON BRIDGE,Road Bridge,411623,519762
617,SNOWS GREEN BRIDGE,Road Bridge,409639,553133
618,SNOWS GREEN BURN BRIDGE,Road Bridge,409205,553405
619,SOUTH CHURCH BRIDGE,Road Bridge,421900,528330
621,SPENNYMOOR CULVERT,Culvert,425830,533895
622,SPINFORD BRIDGE,Road Bridge,414687,521195
623,STAINDROP CHURCH BRIDGE,Road Bridge,413165,520694
624,STAINDROP MOOR BRIDGE,Road Bridge,412266,520419
625,STAINDROP TOWN BRIDGE,Road Bridge,413313,520734
626,STANHOPE TOWN BRIDGE,Road Bridge,399010,539316
627,STANHOPE WEAR BRIDGE,Road Bridge,398519,539084
628,STAGS HEAD BRIDGE,Road Bridge,411287,525285
630,STEELEY BURN BRIDGE,Road Bridge,411930,543711
631,STELLA GILL BRIDGE,Road Bridge,426076,551806
632,ST HELENS AUCKLAND BRIDGE,Road Bridge,418379,526634
633,STILLINGTON BRIDGE,Road Bridge,436096,522698
634,ST JOHNS BRIDGE,Road Bridge,407309,534307
635,ST JOHNS CHAPEL BRIDGE,Road Bridge,388442,537974
636,STOCKERLEY BRIDGE,Road Bridge,413818,548912
637,STONE BRIDGE,Road Bridge,425851,541441
638,STONY BRIDGE,Road Bridge,433889,531663
639,STONY BURN BRIDGE,Road Bridge,397617,550266
640,STOTFIELD BURN BRIDGE,Road Bridge,394161,542338
641,SUDBURN BRIDGE,Road Bridge,413789,520068
643,SUNDERLAND BRIDGE,Road Bridge,426521,537764
645,SUNDERLAND CLEUGH BRIDGE,Road Bridge,394557,540034
647,SWINHOPE BRIDGE,Road Bridge,389573,534648
652,THINFORD MILL BRIDGE,Road Bridge,430307,535071
653,THISTLEWOOD BRIDGE,Road Bridge,407801,538749
655,THORNHOPE BRIDGE,Road Bridge,406815,537786
657,THROSTLES NEST BRIDGE,Road Bridge,439372,539817
660,TRODBECK BRIDGE,Road Bridge,407829,537822
661,TROUGHS BRIDGE,Road Bridge,382227,534196
664,CORONATION GARDENS BRIDGE,Road Bridge,412423,520334
667,URPETH FORGE BRIDGE,Road Bridge,423498,554216
669,SHOTTON STATION BRIDGE,Road Bridge,439115,541228
675,WALLNOOK BRIDGE,Road Bridge,422127,545480
676,WARDLES BRIDGE,Road Bridge,421907,549020
677,WARRIORS BRIDGE,Road Bridge,417256,546909
678,WASHBECK BRIDGE,Road Bridge,410516,529533
679,WASKERLEY LANE ENDS BRIDGE,Road Bridge,407810,537288
680,WASKROW BRIDGE,Road Bridge,407687,537513
682,WATSONS BRIDGE,Road Bridge,390992,530222
683,WEARHEAD BRIDGE,Road Bridge,385835,539464
685,WEST AUCKLAND BRIDGE,Road Bridge,417280,526629
686,WEST BLACKDENE BRIDGE,Road Bridge,386639,539126
688,WEST BUTSFIELD BRIDGE,Road Bridge,410376,544421
689,WESTERNHOPE BURN BRIDGE,Road Bridge,393490,537808
690,WESTGATE BRIDGE,Road Bridge,390713,538046
691,WEST GRAIN BRIDGE,Road Bridge,387481,537194
692,WESTHOLME BRIDGE,Road Bridge,414080,517821
693,WESTWICK BRIDGE,Road Bridge,407216,515355
695,WHARNLEY BURN BRIDGE,Road Bridge,407365,549550
696,WHITEHILL GATE BRIDGE,Road Bridge,426283,551921
697,WHITE KIRKLEY BRIDGE,Road Bridge,402650,535981
698,WHITFIELD BRIDGE,Road Bridge,400170,534642
701,WHITWELL BECK BRIDGE,Road Bridge,429964,541274
702,WHORLTON SUSPENSION BRIDGE,Road Bridge,410666,514567
703,WHORLTON BECK BRIDGE,Road Bridge,410580,515248
704,WHORLTON VILLAGE BRIDGE,Road Bridge,410669,514983
705,SANDBED BRIDGE,Road Bridge,415715,527406
706,WILLINGTON NO.1 CULVERT,Culvert,421303,535442
706.1,WILLINGTON NO.2 CULVERT,Culvert,421190,535350
707,WILLINGTON GATE BRIDGE,Road Bridge,419459,535379
708,WILLOW GREEN BRIDGE,Road Bridge,404001,536941
709,WINGATE CULVERT,Culvert,440359,536763
710,WINSTON BRIDGE,Road Bridge,414256,516270
711,WITTON-LE-WEAR OLD BRIDGE,Road Bridge,414784,530726
712,WITTON PARK BRIDGE,Road Bridge,416976,530838
713,WOLSINGHAM BRIDGE,Road Bridge,407454,536854
715,WOODHAM BRIDGE,Road Bridge,428665,526655
716,WOODHAM BECK BRIDGE,Road Bridge,427592,525681
717,WOOLLY HILL BRIDGE,Road Bridge,404632,524904
720,WELLFIELD STATION BRIDGE,Road Bridge,440605,538255
731,YEKA BRIDGE,Road Bridge,400944,537515
788,SPRING LANE BRIDGE,Road Bridge,435320,528175
789,SANDS HALL BRIDGE,Road Bridge,434821,528394
790,CARRVILLE LINK BRIDGE,Road Bridge,429199,543846
799,CORNSAY COLLIERY CULVERT,Culvert,417110,543078
806,STOCKTON ROAD BRIDGE,Road Bridge,441384,542818
832,SMALLHOPE BURN BRIDGE,Road Bridge,416514,547834
833,TUTHILL RAILWAY BRIDGE,Road Bridge,438624,542058
846,SEDGEFIELD STATION BRIDGE,Road Bridge,433031,528359
857,SOUTH MOOR BRIDGE,Road Bridge,419099,551307
871,NUNSTAINTON CULVERT,Culvert,431742,528515
917,PODGEHOLE BRIDGE,Road Bridge,409325,529102
924,FIELDHOUSE NO.1 UNDERPASS,Underpass,440131,550674
926,NORTHLANDS BRIDGE,Road Bridge,427196,552651
927,SOUTH PELAW BRIDGE,Road Bridge,426873,552735
928,HIGH HANDENHOLD BRIDGE,Road Bridge,424359,553290
929,SHINCLIFFE RAILWAY BRIDGE,Road Bridge,429937,539382
931,FROSTERLEY RAILWAY BRIDGE,Road Bridge,402310,536893
932,SHERBURN STATION BRIDGE,Road Bridge,431428,542372
938,CASSOP GRANGE CULVERT,Culvert,431711,538840
941,SPENNYMOOR SUBWAY,Subway,426204,533649
943,LYNN TERRACE BRIDGE,Road Bridge,438387,539617
994,WITTON-LE-WEAR RAILWAY BRIDGE,Road Bridge,414340,531114
995,THE PONDS UNDERPASS,Underpass,414390,531003
996,WITTON-LE-WEAR NEW BRIDGE,Road Bridge,414534,530681
998,DAWDON DENE BRIDGE,Road Bridge,442154,548995
1008,HAMSTEELS NEW BRIDGE,Road Bridge,418019,542999
1015,STARTFORTH BRIDGE,Road Bridge,404779,516087
1016,LARTINGTON BRIDGE,Road Bridge,401499,517865
1017,COTHERSTONE BRIDGE,Road Bridge,401340,518960
1018,WILDEN BRIDGE,Road Bridge,400387,520610
1019,ROMALDKIRK BRIDGE,Road Bridge,399399,522261
1020,NORTH GILL BRIDGE,Road Bridge,399618,517542
1021,OSMOND BRIDGE,Road Bridge,399074,519707
1022,PELTON SUBWAY,Subway,424779,553073
1023,STANLEY NO.1 SUBWAY,Subway,419390,552567
1024,BRISCOE BRIDGE,Road Bridge,398077,519553
1025,HURY MILL BRIDGE,Road Bridge,396847,519577
1026,HUNDERTHWAITE BRIDGE,Road Bridge,398333,521075
1027,HOWGILL BRIDGE (HURY RES),Road Bridge,395662,519858
1028,HILLGILL HIGH BRIDGE,Road Bridge,394151,519558
1029,MILL BECK BRIDGE,Road Bridge,391457,526476
1030,CHANNEL BRIDGE,Road Bridge,390890,526786
1031,BEER BECK BRIDGE,Road Bridge,399464,522264
1032,CURRACK RIGG BRIDGE,Road Bridge,397930,521080
1033,HILLGILL LOW BRIDGE,Road Bridge,394304,519296
1034,DEEPDALE BRIDGE,Road Bridge,404568,516647
1035,BALDER BRIDGE,Road Bridge,400915,520030
1036,ICARON BECK BRIDGE,Road Bridge,397577,523398
1037,MICKLETON BRIDGE,Road Bridge,395906,524036
1038,CARLBECK BRIDGE,Road Bridge,392824,522801
1039,WEMMERGILL BRIDGE,Road Bridge,390021,521811
1040,HARGILL BRIDGE,Road Bridge,388511,521646
1041,GRAINS O' BECK BRIDGE,Road Bridge,386774,520755
1042,LUNE HEAD BRIDGE,Road Bridge,386639,520661
1043,RENNYGILL BRIDGE,Road Bridge,386381,520563
1044,NORBECK BRIDGE,Road Bridge,408435,510911
1046,RUTHERFORD BRIDGE,Road Bridge,403484,512170
1047,GILMONBY BRIDGE,Road Bridge,399573,513216
1048,OVINGTON BRIDGE,Road Bridge,413227,514722
1049,HUTTON MAGNA BRIDGE,Road Bridge,412676,512635
1050,WASHFOLD BRIDGE,Road Bridge,399567,517036
1051,GILL BECK BRIDGE,Road Bridge,406241,510493
1052,SCARGILL BRIDGE,Road Bridge,405274,510626
1053,GREEN GILL BRIDGE,Road Bridge,403716,511215
1054,STANG FOOT BRIDGE,Road Bridge,402673,509648
1055,MANIFOLD BRIDGE,Road Bridge,407374,514388
1056,ABBEY WEST BRIDGE,Road Bridge,406239,515223
1057,HIGH THORSGILL BRIDGE,Road Bridge,403562,514907
1058,CRAG BRIDGE,Road Bridge,399128,515482
